Account,Month,Actuals,Budget,Forecast,Budget Variance,Forecast Variance
Tenant Leases,2023-11-01,,-6849.0,35531.0,,
Tenant Leases,2023-12-01,,-6849.0,35607.0,,
Waste Management,2022-01-01,0.0,239.08,0.0,-239.08,0.0
Waste Management,2022-02-01,239.08,244.54,239.08,-5.4599999999999795,0.0
Waste Management,2022-03-01,119.54,116.81,119.54,2.730000000000004,0.0
Waste Management,2022-04-01,119.54,135.92,119.54,-16.37999999999998,0.0
Waste Management,2022-05-01,119.54,119.54,119.54,0.0,0.0
Waste Management,2022-06-01,119.54,130.67,119.54,-11.129999999999981,0.0
Waste Management,2022-07-01,1378.54,129.82,119.54,1248.72,1259.0
Waste Management,2022-08-01,-1756.46,190.85,119.54,-1947.31,-1876.0
Waste Management,2022-09-01,-4273.46,130.67,119.54,-4404.13,-4393.0
Waste Management,2022-10-01,2030.54,129.41,119.54,1901.1299999999999,1911.0
Waste Management,2022-11-01,-106.46000000000004,131.08,119.54,-237.54000000000005,-226.00000000000006
Waste Management,2022-12-01,-755.46,72.29,119.54,-827.75,-875.0
Waste Management,2023-01-01,119.54,106.99,119.54,12.550000000000011,0.0
Waste Management,2023-02-01,119.54,106.99,119.54,12.550000000000011,0.0
Waste Management,2023-03-01,119.58,106.99,119.58,12.590000000000003,0.0
Waste Management,2023-04-01,119.54,106.99,119.54,12.550000000000011,0.0
Waste Management,2023-05-01,47.12,106.99,47.12,-59.87,0.0
Waste Management,2023-06-01,120.0,107.0,120.0,13.0,0.0
Waste Management,2023-07-01,,107.0,120.0,,
Waste Management,2023-08-01,,107.0,3180.0,,
Waste Management,2023-09-01,,107.0,1741.0,,
Waste Management,2023-10-01,,107.0,2425.0,,
Waste Management,2023-11-01,,107.0,1900.0,,
Waste Management,2023-12-01,,107.0,2505.0,,
Water/Sewer,2022-01-01,1292.11,0.0,1292.11,1292.11,0.0
Water/Sewer,2022-02-01,0.0,2995.02,0.0,-2995.02,0.0
Water/Sewer,2022-03-01,2061.25,0.0,2061.25,2061.25,0.0
Water/Sewer,2022-04-01,0.0,3304.89,0.0,-3304.89,0.0
Water/Sewer,2022-05-01,2592.08,0.0,2592.08,2592.08,0.0
Water/Sewer,2022-06-01,0.0,6739.47,0.0,-6739.47,0.0
Water/Sewer,2022-07-01,2145.84,0.0,5236.84,2145.84,-3091.0
Water/Sewer,2022-08-01,-148.0,6378.89,0.0,-6526.89,-148.0
Water/Sewer,2022-09-01,6418.35,0.0,6522.35,6418.35,-104.0
Water/Sewer,2022-10-01,-1265.0,5324.68,0.0,-6589.68,-1265.0
Water/Sewer,2022-11-01,7666.92,0.0,5811.92,7666.92,1855.0
Water/Sewer,2022-12-01,3798.0,4798.16,0.0,-1000.1599999999999,3798.0
Water/Sewer,2023-01-01,3532.3,0.0,3532.3,3532.3,0.0
Water/Sewer,2023-02-01,0.0,1805.37,0.0,-1805.37,0.0
Water/Sewer,2023-03-01,4257.17,0.0,4257.17,4257.17,0.0
Water/Sewer,2023-04-01,0.0,2306.14,0.0,-2306.14,0.0
Water/Sewer,2023-05-01,2748.9,0.0,2748.9,2748.9,0.0
Water/Sewer,2023-06-01,0.0,6153.0,0.0,-6153.0,0.0
Water/Sewer,2023-07-01,,0.0,0.0,,
Water/Sewer,2023-08-01,,5401.0,1290.0,,
Water/Sewer,2023-09-01,,0.0,2127.0,,
Water/Sewer,2023-10-01,,1955.0,1780.0,,
Water/Sewer,2023-11-01,,0.0,2602.0,,
Water/Sewer,2023-12-01,,1383.0,2798.0,,
Window Cleaning,2022-01-01,2063.82,1400.0,2063.82,663.8200000000002,0.0
Window Cleaning,2022-02-01,2663.82,1300.0,2663.82,1363.8200000000002,0.0
Window Cleaning,2022-03-01,1663.82,2400.0,1663.82,-736.1800000000001,0.0
Window Cleaning,2022-04-01,1992.28,1300.0,1992.28,692.28,0.0
Window Cleaning,2022-05-01,1735.36,1400.0,1735.36,335.3599999999999,0.0
Window Cleaning,2022-06-01,-9710.47,1543.41,-9710.47,-11253.88,0.0
Window Cleaning,2022-07-01,-4045.0,1537.41,0.0,-5582.41,-4045.0
Window Cleaning,2022-08-01,1629.0,537.41,400.0,1091.5900000000001,1229.0
Window Cleaning,2022-09-01,5111.0,1514.1,3000.0,3596.9,2111.0
Window Cleaning,2022-10-01,-1209.0,1637.41,3000.0,-2846.41,-4209.0
Window Cleaning,2022-11-01,-543.0,537.41,0.0,-1080.4099999999999,-543.0
Window Cleaning,2022-12-01,2053.0,537.41,800.0,1515.5900000000001,1253.0
Window Cleaning,2023-01-01,-400.0,1232.22,-400.0,-1632.22,0.0
Window Cleaning,2023-02-01,800.0,1232.22,800.0,-432.22,0.0
Window Cleaning,2023-03-01,1400.43,1232.22,1400.43,168.21000000000004,0.0
Window Cleaning,2023-04-01,3000.0,1232.22,3000.0,1767.78,0.0
Window Cleaning,2023-05-01,399.57,1232.22,399.57,-832.6500000000001,0.0
Window Cleaning,2023-06-01,500.0,1232.0,500.0,-732.0,0.0
Window Cleaning,2023-07-01,,1232.0,1600.0,,
Window Cleaning,2023-08-01,,1232.0,-109.0,,
Window Cleaning,2023-09-01,,1232.0,292.0,,
Window Cleaning,2023-10-01,,1232.0,-32.0,,
Window Cleaning,2023-11-01,,1232.0,50.0,,
Window Cleaning,2023-12-01,,1232.0,-154.0,,
